subscriber_id,blast_id,send_timestamp,open_timestamp,click_timestamp,device,click_urls
human_000059,demo_blast_003,2025-01-15 10:00:00,,,,
human_000060,demo_blast_003,2025-01-15 10:00:00,,,,
human_000061,demo_blast_003,2025-01-15 10:00:00,,,,
human_000062,demo_blast_003,2025-01-15 10:00:00,,,,
human_000063,demo_blast_003,2025-01-15 10:00:00,,,,
human_000064,demo_blast_003,2025-01-15 10:00:00,,,,
human_000065,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:55:44.705608,,Apple Mail,
human_000066,demo_blast_003,2025-01-15 10:00:00,,,,
human_000067,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:44:28.287765,,Apple Mail,
human_000068,demo_blast_003,2025-01-15 10:00:00,,,,
human_000069,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:56:47.804306,,Gmail,
human_000070,demo_blast_003,2025-01-15 10:00:00,,,,
human_000071,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:53:41.533734,,Apple Mail,
human_000072,demo_blast_003,2025-01-15 10:00:00,,,,
human_000073,demo_blast_003,2025-01-15 10:00:00,,,,
human_000074,demo_blast_003,2025-01-15 10:00:00,2025-01-15 15:07:53.713588,,Gmail,
human_000075,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:44:04.869961,,Gmail,
human_000076,demo_blast_003,2025-01-15 10:00:00,,,,
human_000077,demo_blast_003,2025-01-15 10:00:00,,,,
human_000078,demo_blast_003,2025-01-15 10:00:00,,,,
human_000079,demo_blast_003,2025-01-15 10:00:00,,,,
human_000080,demo_blast_003,2025-01-15 10:00:00,,,,
human_000081,demo_blast_003,2025-01-15 10:00:00,,,,
human_000082,demo_blast_003,2025-01-15 10:00:00,,,,
human_000083,demo_blast_003,2025-01-15 10:00:00,,,,
human_000084,demo_blast_003,2025-01-15 10:00:00,,,,
human_000085,demo_blast_003,2025-01-15 10:00:00,,,,
human_000086,demo_blast_003,2025-01-15 10:00:00,,,,
human_000087,demo_blast_003,2025-01-15 10:00:00,2025-01-15 23:16:16.173237,,Gmail,
human_000088,demo_blast_003,2025-01-15 10:00:00,,,,
human_000089,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:08:38.662153,,Apple Mail,
human_000090,demo_blast_003,2025-01-15 10:00:00,,,,
human_000091,demo_blast_003,2025-01-15 10:00:00,,,,
human_000092,demo_blast_003,2025-01-15 10:00:00,,,,
human_000093,demo_blast_003,2025-01-15 10:00:00,,,,
human_000094,demo_blast_003,2025-01-15 10:00:00,,,,
human_000095,demo_blast_003,2025-01-15 10:00:00,,,,
human_000096,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:17:29.423568,,Apple Mail,
human_000097,demo_blast_003,2025-01-15 10:00:00,,,,
human_000098,demo_blast_003,2025-01-15 10:00:00,,,,
human_000099,demo_blast_003,2025-01-15 10:00:00,,,,
human_000100,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:29:12.664413,,iPhone,
human_000101,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:33:26.493595,2025-01-15 14:33:56.493595,Apple Mail,https://example.com/article-about-topic
human_000102,demo_blast_003,2025-01-15 10:00:00,2025-01-15 20:10:24.557117,,Gmail,
human_000103,demo_blast_003,2025-01-15 10:00:00,,,,
human_000104,demo_blast_003,2025-01-15 10:00:00,,,,
human_000105,demo_blast_003,2025-01-15 10:00:00,2025-01-16 05:38:34.330130,,Apple Mail,
human_000106,demo_blast_003,2025-01-15 10:00:00,,,,
human_000107,demo_blast_003,2025-01-15 10:00:00,,,,
human_000108,demo_blast_003,2025-01-15 10:00:00,,,,
human_000109,demo_blast_003,2025-01-15 10:00:00,,,,
human_000110,demo_blast_003,2025-01-15 10:00:00,,,,
human_000111,demo_blast_003,2025-01-15 10:00:00,,,,
human_000112,demo_blast_003,2025-01-15 10:00:00,2025-01-15 19:40:32.121712,,Apple Mail,
human_000113,demo_blast_003,2025-01-15 10:00:00,2025-01-16 12:39:44.513752,,Apple Mail,
human_000114,demo_blast_003,2025-01-15 10:00:00,,,,
human_000115,demo_blast_003,2025-01-15 10:00:00,,,,
human_000116,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:55:43.475197,,iPhone,
human_000117,demo_blast_003,2025-01-15 10:00:00,,,,
human_000118,demo_blast_003,2025-01-15 10:00:00,,,,
human_000119,demo_blast_003,2025-01-15 10:00:00,,,,
human_000120,demo_blast_003,2025-01-15 10:00:00,,,,
human_000121,demo_blast_003,2025-01-15 10:00:00,2025-01-15 16:11:53.687171,2025-01-15 16:12:58.060591,iPhone,https://example.com/article-about-topic https://example.com/related-article
human_000122,demo_blast_003,2025-01-15 10:00:00,,,,
human_000123,demo_blast_003,2025-01-15 10:00:00,,,,
human_000124,demo_blast_003,2025-01-15 10:00:00,,,,
human_000125,demo_blast_003,2025-01-15 10:00:00,,,,
human_000126,demo_blast_003,2025-01-15 10:00:00,,,,
human_000127,demo_blast_003,2025-01-15 10:00:00,,,,
human_000128,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:17:09.427389,,Apple Mail,
human_000129,demo_blast_003,2025-01-15 10:00:00,,,,
human_000130,demo_blast_003,2025-01-15 10:00:00,,,,
human_000131,demo_blast_003,2025-01-15 10:00:00,,,,
human_000132,demo_blast_003,2025-01-15 10:00:00,,,,
human_000133,demo_blast_003,2025-01-15 10:00:00,,,,
human_000134,demo_blast_003,2025-01-15 10:00:00,2025-01-15 18:46:52.677456,,Apple Mail,
human_000135,demo_blast_003,2025-01-15 10:00:00,,,,
human_000136,demo_blast_003,2025-01-15 10:00:00,2025-01-15 17:04:24.671617,,Gmail,
human_000137,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:57:31.641277,,Apple Mail,
human_000138,demo_blast_003,2025-01-15 10:00:00,,,,
human_000139,demo_blast_003,2025-01-15 10:00:00,,,,
human_000140,demo_blast_003,2025-01-15 10:00:00,,,,
human_000141,demo_blast_003,2025-01-15 10:00:00,,,,
human_000142,demo_blast_003,2025-01-15 10:00:00,,,,
human_000143,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:35:16.949964,2025-01-15 12:36:17.305258,Apple Mail,https://example.com/article-about-topic
human_000144,demo_blast_003,2025-01-15 10:00:00,,,,
human_000145,demo_blast_003,2025-01-15 10:00:00,,,,
human_000146,demo_blast_003,2025-01-15 10:00:00,,,,
human_000147,demo_blast_003,2025-01-15 10:00:00,,,,
human_000148,demo_blast_003,2025-01-15 10:00:00,,,,
human_000149,demo_blast_003,2025-01-15 10:00:00,2025-01-16 19:44:25.508229,,Apple Mail,
human_000150,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:42:50.749432,,Apple Mail,
human_000151,demo_blast_003,2025-01-15 10:00:00,,,,
human_000152,demo_blast_003,2025-01-15 10:00:00,2025-01-15 23:39:28.671376,,Apple Mail,
human_000153,demo_blast_003,2025-01-15 10:00:00,2025-01-16 19:33:47.912534,,Apple Mail,
human_000154,demo_blast_003,2025-01-15 10:00:00,,,,
human_000155,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:28:22.752376,,Apple Mail,
human_000156,demo_blast_003,2025-01-15 10:00:00,,,,
human_000157,demo_blast_003,2025-01-15 10:00:00,2025-01-15 13:58:18.711941,,Apple Mail,
human_000158,demo_blast_003,2025-01-15 10:00:00,,,,
human_000159,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:26:27.635992,,Gmail,
human_000160,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:18:18.100940,,Apple Mail,
human_000161,demo_blast_003,2025-01-15 10:00:00,,,,
human_000162,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:37:45.858540,2025-01-15 14:38:15.858540,Gmail,https://example.com/article-about-topic
human_000163,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:50:17.670916,,Apple Mail,
human_000164,demo_blast_003,2025-01-15 10:00:00,,,,
human_000165,demo_blast_003,2025-01-15 10:00:00,,,,
human_000166,demo_blast_003,2025-01-15 10:00:00,,,,
human_000167,demo_blast_003,2025-01-15 10:00:00,,,,
human_000168,demo_blast_003,2025-01-15 10:00:00,,,,
human_000169,demo_blast_003,2025-01-15 10:00:00,,,,
human_000170,demo_blast_003,2025-01-15 10:00:00,,,,
human_000171,demo_blast_003,2025-01-15 10:00:00,,,,
human_000172,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:03:34.578108,,Apple Mail,
human_000173,demo_blast_003,2025-01-15 10:00:00,2025-01-15 13:58:57.732740,,Gmail,
human_000174,demo_blast_003,2025-01-15 10:00:00,2025-01-15 10:55:18.849682,,Apple Mail,
human_000175,demo_blast_003,2025-01-15 10:00:00,,,,
human_000176,demo_blast_003,2025-01-15 10:00:00,,,,
human_000177,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:01:36.345609,,iPhone,
human_000178,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:21:02.115568,,iPhone,
human_000179,demo_blast_003,2025-01-15 10:00:00,,,,
human_000180,demo_blast_003,2025-01-15 10:00:00,,,,
human_000181,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:57:36.878461,,Outlook,
human_000182,demo_blast_003,2025-01-15 10:00:00,,,,
human_000183,demo_blast_003,2025-01-15 10:00:00,,,,
human_000184,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:58:17.660873,,iPhone,
human_000185,demo_blast_003,2025-01-15 10:00:00,,,,
human_000186,demo_blast_003,2025-01-15 10:00:00,,,,
human_000187,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:07:51.844720,,iPhone,
human_000188,demo_blast_003,2025-01-15 10:00:00,,,,
human_000189,demo_blast_003,2025-01-15 10:00:00,,,,
human_000190,demo_blast_003,2025-01-15 10:00:00,,,,
human_000191,demo_blast_003,2025-01-15 10:00:00,,,,
human_000192,demo_blast_003,2025-01-15 10:00:00,,,,
human_000193,demo_blast_003,2025-01-15 10:00:00,,,,
human_000194,demo_blast_003,2025-01-15 10:00:00,,,,
human_000195,demo_blast_003,2025-01-15 10:00:00,,,,
human_000196,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:02:32.209300,,Apple Mail,
human_000197,demo_blast_003,2025-01-15 10:00:00,,,,
human_000198,demo_blast_003,2025-01-15 10:00:00,2025-01-16 10:20:37.450245,,Apple Mail,
human_000199,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:18:31.703725,,iPhone,
human_000200,demo_blast_003,2025-01-15 10:00:00,,,,
human_000201,demo_blast_003,2025-01-15 10:00:00,,,,
human_000202,demo_blast_003,2025-01-15 10:00:00,2025-01-15 13:33:03.028487,,Apple Mail,
human_000203,demo_blast_003,2025-01-15 10:00:00,,,,
human_000204,demo_blast_003,2025-01-15 10:00:00,,,,
human_000205,demo_blast_003,2025-01-15 10:00:00,,,,
human_000206,demo_blast_003,2025-01-15 10:00:00,,,,
human_000207,demo_blast_003,2025-01-15 10:00:00,,,,
human_000208,demo_blast_003,2025-01-15 10:00:00,,,,
human_000209,demo_blast_003,2025-01-15 10:00:00,2025-01-15 15:22:31.403550,,Apple Mail,
human_000210,demo_blast_003,2025-01-15 10:00:00,,,,
human_000211,demo_blast_003,2025-01-15 10:00:00,,,,
human_000212,demo_blast_003,2025-01-15 10:00:00,,,,
human_000213,demo_blast_003,2025-01-15 10:00:00,,,,
human_000214,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:21:45.090359,2025-01-15 11:22:30.071592,Apple Mail,https://example.com/article-about-topic
human_000215,demo_blast_003,2025-01-15 10:00:00,,,,
human_000216,demo_blast_003,2025-01-15 10:00:00,,,,
human_000217,demo_blast_003,2025-01-15 10:00:00,,,,
human_000218,demo_blast_003,2025-01-15 10:00:00,,,,
human_000219,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:44:13.002804,,Apple Mail,
human_000220,demo_blast_003,2025-01-15 10:00:00,,,,
human_000221,demo_blast_003,2025-01-15 10:00:00,2025-01-15 16:32:48.377255,,Gmail,
human_000222,demo_blast_003,2025-01-15 10:00:00,,,,
human_000223,demo_blast_003,2025-01-15 10:00:00,,,,
human_000224,demo_blast_003,2025-01-15 10:00:00,2025-01-15 19:51:08.979017,,Gmail,
human_000225,demo_blast_003,2025-01-15 10:00:00,,,,
human_000226,demo_blast_003,2025-01-15 10:00:00,2025-01-15 18:23:24.549842,,Apple Mail,
human_000227,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:00:45.835137,2025-01-15 14:01:15.835137,iPhone,https://example.com/article-about-topic
human_000228,demo_blast_003,2025-01-15 10:00:00,2025-01-15 13:31:05.115800,,Apple Mail,
human_000229,demo_blast_003,2025-01-15 10:00:00,,,,
human_000230,demo_blast_003,2025-01-15 10:00:00,,,,
human_000231,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:22:43.465332,,Apple Mail,
human_000232,demo_blast_003,2025-01-15 10:00:00,2025-01-16 03:54:05.024920,,Apple Mail,
human_000233,demo_blast_003,2025-01-15 10:00:00,,,,
human_000234,demo_blast_003,2025-01-15 10:00:00,,,,
human_000235,demo_blast_003,2025-01-15 10:00:00,,,,
human_000236,demo_blast_003,2025-01-15 10:00:00,,,,
human_000237,demo_blast_003,2025-01-15 10:00:00,,,,
human_000238,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:55:29.840140,,iPhone,
human_000239,demo_blast_003,2025-01-15 10:00:00,2025-01-15 13:26:08.781444,,Apple Mail,
human_000240,demo_blast_003,2025-01-15 10:00:00,,,,
human_000241,demo_blast_003,2025-01-15 10:00:00,2025-01-16 00:01:37.369809,,Apple Mail,
human_000242,demo_blast_003,2025-01-15 10:00:00,,,,
human_000243,demo_blast_003,2025-01-15 10:00:00,,,,
human_000244,demo_blast_003,2025-01-15 10:00:00,,,,
human_000245,demo_blast_003,2025-01-15 10:00:00,,,,
human_000246,demo_blast_003,2025-01-15 10:00:00,2025-01-15 13:17:16.923831,2025-01-15 13:17:46.923831,Apple Mail,https://example.com/article-about-topic
human_000247,demo_blast_003,2025-01-15 10:00:00,2025-01-15 18:24:26.785644,2025-01-15 18:26:58.961718,Gmail,https://example.com/article-about-topic
human_000248,demo_blast_003,2025-01-15 10:00:00,,,,
human_000249,demo_blast_003,2025-01-15 10:00:00,2025-01-15 18:37:08.986937,,Apple Mail,
human_000250,demo_blast_003,2025-01-15 10:00:00,,,,
human_000251,demo_blast_003,2025-01-15 10:00:00,,,,
human_000252,demo_blast_003,2025-01-15 10:00:00,,,,
human_000253,demo_blast_003,2025-01-15 10:00:00,,,,
human_000254,demo_blast_003,2025-01-15 10:00:00,,,,
human_000255,demo_blast_003,2025-01-15 10:00:00,2025-01-15 16:37:42.917042,,Gmail,
human_000256,demo_blast_003,2025-01-15 10:00:00,2025-01-15 18:04:27.620017,,Gmail,
human_000257,demo_blast_003,2025-01-15 10:00:00,2025-01-15 13:38:56.907853,,Apple Mail,
human_000258,demo_blast_003,2025-01-15 10:00:00,,,,
human_000259,demo_blast_003,2025-01-15 10:00:00,,,,
human_000260,demo_blast_003,2025-01-15 10:00:00,2025-01-15 15:03:04.717137,,Apple Mail,
human_000261,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:47:25.556867,,Gmail,
human_000262,demo_blast_003,2025-01-15 10:00:00,,,,
human_000263,demo_blast_003,2025-01-15 10:00:00,,,,
human_000264,demo_blast_003,2025-01-15 10:00:00,,,,
human_000265,demo_blast_003,2025-01-15 10:00:00,,,,
human_000266,demo_blast_003,2025-01-15 10:00:00,,,,
human_000267,demo_blast_003,2025-01-15 10:00:00,,,,
human_000268,demo_blast_003,2025-01-15 10:00:00,,,,
human_000269,demo_blast_003,2025-01-15 10:00:00,,,,
human_000270,demo_blast_003,2025-01-15 10:00:00,,,,
human_000271,demo_blast_003,2025-01-15 10:00:00,,,,
human_000272,demo_blast_003,2025-01-15 10:00:00,,,,
human_000273,demo_blast_003,2025-01-15 10:00:00,,,,
human_000274,demo_blast_003,2025-01-15 10:00:00,,,,
human_000275,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:50:42.496153,,iPhone,
human_000276,demo_blast_003,2025-01-15 10:00:00,,,,
human_000277,demo_blast_003,2025-01-15 10:00:00,2025-01-15 11:04:41.526614,,Apple Mail,
human_000278,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:15:03.339905,,Gmail,
human_000279,demo_blast_003,2025-01-15 10:00:00,,,,
human_000280,demo_blast_003,2025-01-15 10:00:00,,,,
human_000281,demo_blast_003,2025-01-15 10:00:00,2025-01-15 13:05:23.253977,,iPhone,
human_000282,demo_blast_003,2025-01-15 10:00:00,,,,
human_000283,demo_blast_003,2025-01-15 10:00:00,,,,
human_000284,demo_blast_003,2025-01-15 10:00:00,,,,
human_000285,demo_blast_003,2025-01-15 10:00:00,,,,
human_000286,demo_blast_003,2025-01-15 10:00:00,,,,
human_000287,demo_blast_003,2025-01-15 10:00:00,,,,
human_000288,demo_blast_003,2025-01-15 10:00:00,2025-01-15 16:23:57.417360,,iPhone,
human_000289,demo_blast_003,2025-01-15 10:00:00,2025-01-15 13:23:57.195805,,Apple Mail,
human_000290,demo_blast_003,2025-01-15 10:00:00,,,,
human_000291,demo_blast_003,2025-01-15 10:00:00,,,,
human_000292,demo_blast_003,2025-01-15 10:00:00,,,,
human_000293,demo_blast_003,2025-01-15 10:00:00,,,,
human_000294,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:33:23.168790,,Apple Mail,
human_000295,demo_blast_003,2025-01-15 10:00:00,,,,
human_000296,demo_blast_003,2025-01-15 10:00:00,,,,
human_000297,demo_blast_003,2025-01-15 10:00:00,2025-01-15 13:38:52.813339,,Apple Mail,
human_000298,demo_blast_003,2025-01-15 10:00:00,,,,
human_000299,demo_blast_003,2025-01-15 10:00:00,,,,
human_000300,demo_blast_003,2025-01-15 10:00:00,2025-01-15 13:24:32.369950,,iPhone,
human_000301,demo_blast_003,2025-01-15 10:00:00,,,,
human_000302,demo_blast_003,2025-01-15 10:00:00,,,,
human_000303,demo_blast_003,2025-01-15 10:00:00,,,,
human_000304,demo_blast_003,2025-01-15 10:00:00,,,,
human_000305,demo_blast_003,2025-01-15 10:00:00,,,,
human_000306,demo_blast_003,2025-01-15 10:00:00,2025-01-15 20:54:27.111300,,Apple Mail,
human_000307,demo_blast_003,2025-01-15 10:00:00,,,,
human_000308,demo_blast_003,2025-01-15 10:00:00,,,,
human_000309,demo_blast_003,2025-01-15 10:00:00,,,,
human_000310,demo_blast_003,2025-01-15 10:00:00,,,,
human_000311,demo_blast_003,2025-01-15 10:00:00,,,,
human_000312,demo_blast_003,2025-01-15 10:00:00,,,,
human_000313,demo_blast_003,2025-01-15 10:00:00,,,,
human_000314,demo_blast_003,2025-01-15 10:00:00,,,,
human_000315,demo_blast_003,2025-01-15 10:00:00,,,,
human_000316,demo_blast_003,2025-01-15 10:00:00,,,,
human_000317,demo_blast_003,2025-01-15 10:00:00,2025-01-15 13:54:35.838045,,iPhone,
human_000318,demo_blast_003,2025-01-15 10:00:00,,,,
human_000319,demo_blast_003,2025-01-15 10:00:00,,,,
human_000320,demo_blast_003,2025-01-15 10:00:00,,,,
human_000321,demo_blast_003,2025-01-15 10:00:00,,,,
human_000322,demo_blast_003,2025-01-15 10:00:00,2025-01-15 16:12:30.937650,,Gmail,
human_000323,demo_blast_003,2025-01-15 10:00:00,2025-01-15 18:45:22.495533,,iPhone,
human_000324,demo_blast_003,2025-01-15 10:00:00,,,,
human_000325,demo_blast_003,2025-01-15 10:00:00,,,,
human_000326,demo_blast_003,2025-01-15 10:00:00,,,,
human_000327,demo_blast_003,2025-01-15 10:00:00,,,,
human_000328,demo_blast_003,2025-01-15 10:00:00,,,,
human_000329,demo_blast_003,2025-01-15 10:00:00,,,,
human_000330,demo_blast_003,2025-01-15 10:00:00,2025-01-15 17:59:48.424481,2025-01-15 18:04:11.527938,Apple Mail,https://example.com/article-about-topic https://example.com/related-article
human_000331,demo_blast_003,2025-01-15 10:00:00,2025-01-15 15:57:13.861458,,Apple Mail,
human_000332,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:10:43.470869,,Apple Mail,
human_000333,demo_blast_003,2025-01-15 10:00:00,,,,
human_000334,demo_blast_003,2025-01-15 10:00:00,,,,
human_000335,demo_blast_003,2025-01-15 10:00:00,,,,
human_000336,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:25:26.622908,,Gmail,
human_000337,demo_blast_003,2025-01-15 10:00:00,,,,
human_000338,demo_blast_003,2025-01-15 10:00:00,2025-01-15 19:32:07.571782,,Apple Mail,
human_000339,demo_blast_003,2025-01-15 10:00:00,,,,
human_000340,demo_blast_003,2025-01-15 10:00:00,,,,
human_000341,demo_blast_003,2025-01-15 10:00:00,2025-01-15 19:23:24.574655,,Apple Mail,
human_000342,demo_blast_003,2025-01-15 10:00:00,,,,
human_000343,demo_blast_003,2025-01-15 10:00:00,,,,
human_000344,demo_blast_003,2025-01-15 10:00:00,,,,
human_000345,demo_blast_003,2025-01-15 10:00:00,,,,
human_000346,demo_blast_003,2025-01-15 10:00:00,,,,
human_000347,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:04:32.471497,2025-01-15 12:19:07.106818,Apple Mail,https://example.com/article-about-topic
human_000348,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:06:27.006565,2025-01-15 14:09:03.745691,Apple Mail,https://example.com/article-about-topic
human_000349,demo_blast_003,2025-01-15 10:00:00,,,,
human_000350,demo_blast_003,2025-01-15 10:00:00,2025-01-15 10:41:58.706741,,iPhone,
human_000351,demo_blast_003,2025-01-15 10:00:00,,,,
human_000352,demo_blast_003,2025-01-15 10:00:00,,,,
human_000353,demo_blast_003,2025-01-15 10:00:00,,,,
human_000354,demo_blast_003,2025-01-15 10:00:00,,,,
human_000355,demo_blast_003,2025-01-15 10:00:00,,,,
human_000356,demo_blast_003,2025-01-15 10:00:00,,,,
human_000357,demo_blast_003,2025-01-15 10:00:00,,,,
human_000358,demo_blast_003,2025-01-15 10:00:00,,,,
human_000359,demo_blast_003,2025-01-15 10:00:00,,,,
human_000360,demo_blast_003,2025-01-15 10:00:00,,,,
human_000361,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:23:24.873799,,Apple Mail,
human_000362,demo_blast_003,2025-01-15 10:00:00,,,,
human_000363,demo_blast_003,2025-01-15 10:00:00,,,,
human_000364,demo_blast_003,2025-01-15 10:00:00,2025-01-15 14:03:44.770562,,Apple Mail,
human_000365,demo_blast_003,2025-01-15 10:00:00,2025-01-15 19:13:28.120997,2025-01-15 19:14:15.328093,Apple Mail,https://example.com/article-about-topic
human_000366,demo_blast_003,2025-01-15 10:00:00,,,,
human_000367,demo_blast_003,2025-01-15 10:00:00,2025-01-15 12:01:46.926487,,Apple Mail,
human_000368,demo_blast_003,2025-01-15 10:00:00,,,,
human_000369,demo_blast_003,2025-01-15 10:00:00,,,,
human_000370,demo_blast_003,2025-01-15 10:00:00,,,,
human_000371,demo_blast_003,2025-01-15 10:00:00,2025-01-15 23:30:21.355106,2025-01-15 23:31:46.187717,Apple Mail,https://example.com/article-about-topic
human_000372,demo_blast_003,2025-01-15 10:00:00,,,,
human_000373,demo_blast_003,2025-01-15 10:00:00,,,,
human_000374,demo_blast_003,2025-01-15 10:00:00,,,,
human_000375,demo_blast_003,2025-01-15 10:00:00,2025-01-15 15:11:53.551824,,Apple Mail,
human_000376,demo_blast_003,2025-01-15 10:00:00,,,,
