subscriber_id,blast_id,send_timestamp,open_timestamp,click_timestamp,device,click_urls
human_000105,demo_blast_001,2025-01-15 10:00:00,,,,
human_000106,demo_blast_001,2025-01-15 10:00:00,,,,
human_000107,demo_blast_001,2025-01-15 10:00:00,,,,
human_000108,demo_blast_001,2025-01-15 10:00:00,,,,
human_000109,demo_blast_001,2025-01-15 10:00:00,,,,
human_000110,demo_blast_001,2025-01-15 10:00:00,,,,
human_000111,demo_blast_001,2025-01-15 10:00:00,2025-01-15 11:29:52.650457,,Apple Mail,
human_000112,demo_blast_001,2025-01-15 10:00:00,,,,
human_000113,demo_blast_001,2025-01-15 10:00:00,,,,
human_000114,demo_blast_001,2025-01-15 10:00:00,,,,
human_000115,demo_blast_001,2025-01-15 10:00:00,,,,
human_000116,demo_blast_001,2025-01-15 10:00:00,,,,
human_000117,demo_blast_001,2025-01-15 10:00:00,,,,
human_000118,demo_blast_001,2025-01-15 10:00:00,,,,
human_000119,demo_blast_001,2025-01-15 10:00:00,2025-01-15 12:25:01.620267,,Gmail,
human_000120,demo_blast_001,2025-01-15 10:00:00,2025-01-15 11:54:09.802687,,Outlook,
human_000121,demo_blast_001,2025-01-15 10:00:00,,,,
human_000122,demo_blast_001,2025-01-15 10:00:00,,,,
human_000123,demo_blast_001,2025-01-15 10:00:00,,,,
human_000124,demo_blast_001,2025-01-15 10:00:00,,,,
human_000125,demo_blast_001,2025-01-15 10:00:00,,,,
human_000126,demo_blast_001,2025-01-15 10:00:00,,,,
human_000127,demo_blast_001,2025-01-15 10:00:00,,,,
human_000128,demo_blast_001,2025-01-15 10:00:00,2025-01-15 16:35:34.074962,,Apple Mail,
human_000129,demo_blast_001,2025-01-15 10:00:00,2025-01-15 10:42:05.601487,,Apple Mail,
human_000130,demo_blast_001,2025-01-15 10:00:00,,,,
human_000131,demo_blast_001,2025-01-15 10:00:00,2025-01-15 13:37:00.423511,,Apple Mail,
human_000132,demo_blast_001,2025-01-15 10:00:00,,,,
human_000133,demo_blast_001,2025-01-15 10:00:00,2025-01-15 11:58:23.118761,2025-01-15 11:58:53.118761,iPhone,https://example.com/article-about-topic
human_000134,demo_blast_001,2025-01-15 10:00:00,,,,
human_000135,demo_blast_001,2025-01-15 10:00:00,2025-01-15 11:17:43.595374,2025-01-15 11:18:13.595374,Gmail,https://example.com/article-about-topic https://example.com/related-article
human_000136,demo_blast_001,2025-01-15 10:00:00,,,,
human_000137,demo_blast_001,2025-01-15 10:00:00,2025-01-15 13:55:35.454627,,Apple Mail,
human_000138,demo_blast_001,2025-01-15 10:00:00,2025-01-15 12:35:10.974006,,Gmail,
human_000139,demo_blast_001,2025-01-15 10:00:00,,,,
human_000140,demo_blast_001,2025-01-15 10:00:00,,,,
human_000141,demo_blast_001,2025-01-15 10:00:00,2025-01-15 13:13:16.746155,,Apple Mail,
human_000142,demo_blast_001,2025-01-15 10:00:00,,,,
human_000143,demo_blast_001,2025-01-15 10:00:00,,,,
human_000144,demo_blast_001,2025-01-15 10:00:00,,,,
human_000145,demo_blast_001,2025-01-15 10:00:00,2025-01-15 17:13:03.163405,2025-01-15 17:14:01.624282,Yahoo Mail,https://example.com/article-about-topic
human_000146,demo_blast_001,2025-01-15 10:00:00,,,,
human_000147,demo_blast_001,2025-01-15 10:00:00,,,,
human_000148,demo_blast_001,2025-01-15 10:00:00,,,,
human_000149,demo_blast_001,2025-01-15 10:00:00,,,,
human_000150,demo_blast_001,2025-01-15 10:00:00,,,,
human_000151,demo_blast_001,2025-01-15 10:00:00,,,,
human_000152,demo_blast_001,2025-01-15 10:00:00,2025-01-15 12:39:39.769847,2025-01-15 12:41:36.222051,Apple Mail,https://example.com/article-about-topic
human_000153,demo_blast_001,2025-01-15 10:00:00,2025-01-15 18:57:30.643638,,Apple Mail,
human_000154,demo_blast_001,2025-01-15 10:00:00,,,,
human_000155,demo_blast_001,2025-01-15 10:00:00,,,,
human_000156,demo_blast_001,2025-01-15 10:00:00,,,,
human_000157,demo_blast_001,2025-01-15 10:00:00,2025-01-16 10:28:36.411927,,Apple Mail,
human_000158,demo_blast_001,2025-01-15 10:00:00,,,,
human_000159,demo_blast_001,2025-01-15 10:00:00,,,,
human_000160,demo_blast_001,2025-01-15 10:00:00,2025-01-15 20:14:11.858586,2025-01-15 20:14:50.099732,Apple Mail,https://example.com/article-about-topic
human_000161,demo_blast_001,2025-01-15 10:00:00,,,,
human_000162,demo_blast_001,2025-01-15 10:00:00,,,,
human_000163,demo_blast_001,2025-01-15 10:00:00,2025-01-16 06:02:14.929772,,Apple Mail,
human_000164,demo_blast_001,2025-01-15 10:00:00,,,,
human_000165,demo_blast_001,2025-01-15 10:00:00,,,,
human_000166,demo_blast_001,2025-01-15 10:00:00,2025-01-16 00:11:48.584474,,Apple Mail,
human_000167,demo_blast_001,2025-01-15 10:00:00,,,,
human_000168,demo_blast_001,2025-01-15 10:00:00,2025-01-15 11:25:15.341310,,Apple Mail,
human_000169,demo_blast_001,2025-01-15 10:00:00,2025-01-15 17:31:16.440699,,Gmail,
human_000170,demo_blast_001,2025-01-15 10:00:00,,,,
human_000171,demo_blast_001,2025-01-15 10:00:00,,,,
human_000172,demo_blast_001,2025-01-15 10:00:00,,,,
human_000173,demo_blast_001,2025-01-15 10:00:00,,,,
human_000174,demo_blast_001,2025-01-15 10:00:00,,,,
human_000175,demo_blast_001,2025-01-15 10:00:00,,,,
human_000176,demo_blast_001,2025-01-15 10:00:00,,,,
human_000177,demo_blast_001,2025-01-15 10:00:00,2025-01-15 14:57:26.540996,2025-01-15 14:57:56.540996,Apple Mail,https://example.com/article-about-topic
human_000178,demo_blast_001,2025-01-15 10:00:00,,,,
human_000179,demo_blast_001,2025-01-15 10:00:00,2025-01-15 15:17:28.959002,,iPhone,
human_000180,demo_blast_001,2025-01-15 10:00:00,2025-01-15 19:35:54.670450,,iPhone,
human_000181,demo_blast_001,2025-01-15 10:00:00,,,,
human_000182,demo_blast_001,2025-01-15 10:00:00,2025-01-16 00:19:31.750077,,Apple Mail,
human_000183,demo_blast_001,2025-01-15 10:00:00,,,,
human_000184,demo_blast_001,2025-01-15 10:00:00,,,,
human_000185,demo_blast_001,2025-01-15 10:00:00,,,,
human_000186,demo_blast_001,2025-01-15 10:00:00,,,,
human_000187,demo_blast_001,2025-01-15 10:00:00,,,,
human_000188,demo_blast_001,2025-01-15 10:00:00,,,,
human_000189,demo_blast_001,2025-01-15 10:00:00,,,,
human_000190,demo_blast_001,2025-01-15 10:00:00,,,,
human_000191,demo_blast_001,2025-01-15 10:00:00,,,,
human_000192,demo_blast_001,2025-01-15 10:00:00,,,,
human_000193,demo_blast_001,2025-01-15 10:00:00,,,,
human_000194,demo_blast_001,2025-01-15 10:00:00,2025-01-15 14:31:31.623055,,iPhone,
human_000195,demo_blast_001,2025-01-15 10:00:00,,,,
human_000196,demo_blast_001,2025-01-15 10:00:00,,,,
human_000197,demo_blast_001,2025-01-15 10:00:00,2025-01-15 19:26:16.907838,,Outlook,
human_000198,demo_blast_001,2025-01-15 10:00:00,,,,
human_000199,demo_blast_001,2025-01-15 10:00:00,,,,
human_000200,demo_blast_001,2025-01-15 10:00:00,,,,
human_000201,demo_blast_001,2025-01-15 10:00:00,,,,
human_000202,demo_blast_001,2025-01-15 10:00:00,,,,
human_000203,demo_blast_001,2025-01-15 10:00:00,2025-01-15 21:45:03.599749,,iPhone,
human_000204,demo_blast_001,2025-01-15 10:00:00,,,,
human_000205,demo_blast_001,2025-01-15 10:00:00,2025-01-15 11:43:14.151064,2025-01-15 11:43:44.151064,Apple Mail,https://example.com/article-about-topic
human_000206,demo_blast_001,2025-01-15 10:00:00,,,,
human_000207,demo_blast_001,2025-01-15 10:00:00,2025-01-16 04:28:25.128083,,Apple Mail,
human_000208,demo_blast_001,2025-01-15 10:00:00,,,,
human_000209,demo_blast_001,2025-01-15 10:00:00,2025-01-15 15:27:07.018313,,Apple Mail,
human_000210,demo_blast_001,2025-01-15 10:00:00,,,,
human_000211,demo_blast_001,2025-01-15 10:00:00,2025-01-15 12:59:15.091874,,Apple Mail,
human_000212,demo_blast_001,2025-01-15 10:00:00,,,,
human_000213,demo_blast_001,2025-01-15 10:00:00,,,,
human_000214,demo_blast_001,2025-01-15 10:00:00,,,,
human_000215,demo_blast_001,2025-01-15 10:00:00,,,,
human_000216,demo_blast_001,2025-01-15 10:00:00,,,,
human_000217,demo_blast_001,2025-01-15 10:00:00,,,,
human_000218,demo_blast_001,2025-01-15 10:00:00,,,,
human_000219,demo_blast_001,2025-01-15 10:00:00,2025-01-15 15:44:50.194615,,Apple Mail,
human_000220,demo_blast_001,2025-01-15 10:00:00,2025-01-16 00:35:21.300915,2025-01-16 00:35:51.300915,Apple Mail,https://example.com/article-about-topic
human_000221,demo_blast_001,2025-01-15 10:00:00,2025-01-15 14:18:43.848541,,Gmail,
human_000222,demo_blast_001,2025-01-15 10:00:00,,,,
human_000223,demo_blast_001,2025-01-15 10:00:00,,,,
human_000224,demo_blast_001,2025-01-15 10:00:00,,,,
human_000225,demo_blast_001,2025-01-15 10:00:00,2025-01-15 13:24:20.379154,,Outlook,
human_000226,demo_blast_001,2025-01-15 10:00:00,2025-01-15 16:27:47.906532,,iPhone,
human_000227,demo_blast_001,2025-01-15 10:00:00,,,,
human_000228,demo_blast_001,2025-01-15 10:00:00,2025-01-15 16:32:46.724910,,Apple Mail,
human_000229,demo_blast_001,2025-01-15 10:00:00,,,,
human_000230,demo_blast_001,2025-01-15 10:00:00,,,,
human_000231,demo_blast_001,2025-01-15 10:00:00,,,,
human_000232,demo_blast_001,2025-01-15 10:00:00,,,,
human_000233,demo_blast_001,2025-01-15 10:00:00,,,,
human_000234,demo_blast_001,2025-01-15 10:00:00,2025-01-15 14:40:51.072554,,Apple Mail,
human_000235,demo_blast_001,2025-01-15 10:00:00,,,,
human_000236,demo_blast_001,2025-01-15 10:00:00,,,,
human_000237,demo_blast_001,2025-01-15 10:00:00,,,,
human_000238,demo_blast_001,2025-01-15 10:00:00,2025-01-15 13:57:01.496798,,Apple Mail,
human_000239,demo_blast_001,2025-01-15 10:00:00,2025-01-15 11:30:56.936114,,Yahoo Mail,
human_000240,demo_blast_001,2025-01-15 10:00:00,,,,
human_000241,demo_blast_001,2025-01-15 10:00:00,,,,
human_000242,demo_blast_001,2025-01-15 10:00:00,,,,
human_000243,demo_blast_001,2025-01-15 10:00:00,,,,
human_000244,demo_blast_001,2025-01-15 10:00:00,2025-01-15 11:33:31.102812,,Android,
human_000245,demo_blast_001,2025-01-15 10:00:00,2025-01-16 05:23:52.593624,,Apple Mail,
human_000246,demo_blast_001,2025-01-15 10:00:00,,,,
human_000247,demo_blast_001,2025-01-15 10:00:00,,,,
human_000248,demo_blast_001,2025-01-15 10:00:00,,,,
human_000249,demo_blast_001,2025-01-15 10:00:00,,,,
human_000250,demo_blast_001,2025-01-15 10:00:00,,,,
human_000251,demo_blast_001,2025-01-15 10:00:00,,,,
human_000252,demo_blast_001,2025-01-15 10:00:00,,,,
human_000253,demo_blast_001,2025-01-15 10:00:00,2025-01-15 15:53:39.050356,,Gmail,
human_000254,demo_blast_001,2025-01-15 10:00:00,,,,
human_000255,demo_blast_001,2025-01-15 10:00:00,,,,
human_000256,demo_blast_001,2025-01-15 10:00:00,,,,
human_000257,demo_blast_001,2025-01-15 10:00:00,,,,
human_000258,demo_blast_001,2025-01-15 10:00:00,2025-01-16 06:40:52.216524,,Apple Mail,
human_000259,demo_blast_001,2025-01-15 10:00:00,2025-01-15 15:51:02.042385,2025-01-15 15:51:39.124944,iPhone,https://example.com/article-about-topic
human_000260,demo_blast_001,2025-01-15 10:00:00,2025-01-15 10:16:38.399756,,iPhone,
human_000261,demo_blast_001,2025-01-15 10:00:00,,,,
human_000262,demo_blast_001,2025-01-15 10:00:00,,,,
human_000263,demo_blast_001,2025-01-15 10:00:00,2025-01-15 13:36:57.874777,,iPhone,
human_000264,demo_blast_001,2025-01-15 10:00:00,,,,
human_000265,demo_blast_001,2025-01-15 10:00:00,,,,
human_000266,demo_blast_001,2025-01-15 10:00:00,,,,
human_000267,demo_blast_001,2025-01-15 10:00:00,,,,
human_000268,demo_blast_001,2025-01-15 10:00:00,,,,
human_000269,demo_blast_001,2025-01-15 10:00:00,,,,
human_000270,demo_blast_001,2025-01-15 10:00:00,,,,
human_000271,demo_blast_001,2025-01-15 10:00:00,,,,
human_000272,demo_blast_001,2025-01-15 10:00:00,,,,
human_000273,demo_blast_001,2025-01-15 10:00:00,,,,
human_000274,demo_blast_001,2025-01-15 10:00:00,,,,
human_000275,demo_blast_001,2025-01-15 10:00:00,2025-01-15 15:58:41.857512,,Apple Mail,
human_000276,demo_blast_001,2025-01-15 10:00:00,2025-01-16 03:43:23.837961,,Apple Mail,
human_000277,demo_blast_001,2025-01-15 10:00:00,,,,
human_000278,demo_blast_001,2025-01-15 10:00:00,,,,
human_000279,demo_blast_001,2025-01-15 10:00:00,,,,
human_000280,demo_blast_001,2025-01-15 10:00:00,,,,
human_000281,demo_blast_001,2025-01-15 10:00:00,2025-01-15 14:57:54.349571,,Apple Mail,
human_000282,demo_blast_001,2025-01-15 10:00:00,,,,
human_000283,demo_blast_001,2025-01-15 10:00:00,,,,
human_000284,demo_blast_001,2025-01-15 10:00:00,,,,
human_000285,demo_blast_001,2025-01-15 10:00:00,,,,
human_000286,demo_blast_001,2025-01-15 10:00:00,,,,
human_000287,demo_blast_001,2025-01-15 10:00:00,,,,
human_000288,demo_blast_001,2025-01-15 10:00:00,,,,
human_000289,demo_blast_001,2025-01-15 10:00:00,2025-01-15 13:02:57.669522,,Gmail,
human_000290,demo_blast_001,2025-01-15 10:00:00,,,,
human_000291,demo_blast_001,2025-01-15 10:00:00,,,,
human_000292,demo_blast_001,2025-01-15 10:00:00,,,,
human_000293,demo_blast_001,2025-01-15 10:00:00,,,,
human_000294,demo_blast_001,2025-01-15 10:00:00,2025-01-15 12:59:47.023209,2025-01-15 13:04:08.924895,Apple Mail,https://example.com/article-about-topic
human_000295,demo_blast_001,2025-01-15 10:00:00,,,,
human_000296,demo_blast_001,2025-01-15 10:00:00,,,,
human_000297,demo_blast_001,2025-01-15 10:00:00,,,,
human_000298,demo_blast_001,2025-01-15 10:00:00,2025-01-15 11:41:26.919548,,Apple Mail,
human_000299,demo_blast_001,2025-01-15 10:00:00,,,,
human_000300,demo_blast_001,2025-01-15 10:00:00,,,,
human_000301,demo_blast_001,2025-01-15 10:00:00,2025-01-15 11:46:16.847323,2025-01-15 11:47:28.168453,Apple Mail,https://example.com/article-about-topic
human_000302,demo_blast_001,2025-01-15 10:00:00,,,,
human_000303,demo_blast_001,2025-01-15 10:00:00,2025-01-15 14:36:40.656011,,iPhone,
human_000304,demo_blast_001,2025-01-15 10:00:00,,,,
human_000305,demo_blast_001,2025-01-15 10:00:00,2025-01-15 18:57:58.878378,2025-01-15 18:59:49.548649,Gmail,https://example.com/article-about-topic
human_000306,demo_blast_001,2025-01-15 10:00:00,,,,
human_000307,demo_blast_001,2025-01-15 10:00:00,,,,
human_000308,demo_blast_001,2025-01-15 10:00:00,2025-01-15 12:25:06.454203,,Gmail,
human_000309,demo_blast_001,2025-01-15 10:00:00,2025-01-15 17:06:21.604655,,Apple Mail,
human_000310,demo_blast_001,2025-01-15 10:00:00,,,,
human_000311,demo_blast_001,2025-01-15 10:00:00,,,,
human_000312,demo_blast_001,2025-01-15 10:00:00,,,,
human_000313,demo_blast_001,2025-01-15 10:00:00,,,,
human_000314,demo_blast_001,2025-01-15 10:00:00,,,,
human_000315,demo_blast_001,2025-01-15 10:00:00,,,,
human_000316,demo_blast_001,2025-01-15 10:00:00,,,,
human_000317,demo_blast_001,2025-01-15 10:00:00,,,,
human_000318,demo_blast_001,2025-01-15 10:00:00,,,,
human_000319,demo_blast_001,2025-01-15 10:00:00,,,,
human_000320,demo_blast_001,2025-01-15 10:00:00,,,,
human_000321,demo_blast_001,2025-01-15 10:00:00,,,,
human_000322,demo_blast_001,2025-01-15 10:00:00,,,,
human_000323,demo_blast_001,2025-01-15 10:00:00,,,,
human_000324,demo_blast_001,2025-01-15 10:00:00,2025-01-15 10:50:57.604197,2025-01-15 10:51:50.471632,Outlook,https://example.com/article-about-topic
human_000325,demo_blast_001,2025-01-15 10:00:00,2025-01-15 13:18:06.528114,,Apple Mail,
human_000326,demo_blast_001,2025-01-15 10:00:00,,,,
human_000327,demo_blast_001,2025-01-15 10:00:00,2025-01-15 13:13:10.349989,,Apple Mail,
human_000328,demo_blast_001,2025-01-15 10:00:00,,,,
human_000329,demo_blast_001,2025-01-15 10:00:00,2025-01-15 16:07:26.116428,,iPhone,
human_000330,demo_blast_001,2025-01-15 10:00:00,2025-01-15 14:11:14.533238,,Apple Mail,
human_000331,demo_blast_001,2025-01-15 10:00:00,,,,
human_000332,demo_blast_001,2025-01-15 10:00:00,,,,
human_000333,demo_blast_001,2025-01-15 10:00:00,,,,
human_000334,demo_blast_001,2025-01-15 10:00:00,2025-01-15 12:38:15.659869,,Apple Mail,
human_000335,demo_blast_001,2025-01-15 10:00:00,,,,
human_000336,demo_blast_001,2025-01-15 10:00:00,2025-01-15 17:04:27.745784,,Apple Mail,
human_000337,demo_blast_001,2025-01-15 10:00:00,2025-01-15 11:48:05.834315,,Apple Mail,
human_000338,demo_blast_001,2025-01-15 10:00:00,2025-01-15 15:33:07.917740,2025-01-15 15:37:14.930307,Apple Mail,https://example.com/article-about-topic
human_000339,demo_blast_001,2025-01-15 10:00:00,,,,
human_000340,demo_blast_001,2025-01-15 10:00:00,,,,
human_000341,demo_blast_001,2025-01-15 10:00:00,,,,
human_000342,demo_blast_001,2025-01-15 10:00:00,,,,
human_000343,demo_blast_001,2025-01-15 10:00:00,,,,
human_000344,demo_blast_001,2025-01-15 10:00:00,,,,
human_000345,demo_blast_001,2025-01-15 10:00:00,,,,
human_000346,demo_blast_001,2025-01-15 10:00:00,,,,
human_000347,demo_blast_001,2025-01-15 10:00:00,,,,
human_000348,demo_blast_001,2025-01-15 10:00:00,2025-01-15 12:49:29.777684,,Gmail,
human_000349,demo_blast_001,2025-01-15 10:00:00,2025-01-15 14:48:11.337878,,Gmail,
human_000350,demo_blast_001,2025-01-15 10:00:00,2025-01-15 13:57:24.801842,,iPhone,
human_000351,demo_blast_001,2025-01-15 10:00:00,2025-01-15 16:08:40.296028,,Gmail,
human_000352,demo_blast_001,2025-01-15 10:00:00,,,,
human_000353,demo_blast_001,2025-01-15 10:00:00,,,,
human_000354,demo_blast_001,2025-01-15 10:00:00,,,,
human_000355,demo_blast_001,2025-01-15 10:00:00,,,,
human_000356,demo_blast_001,2025-01-15 10:00:00,,,,
human_000357,demo_blast_001,2025-01-15 10:00:00,,,,
human_000358,demo_blast_001,2025-01-15 10:00:00,,,,
human_000359,demo_blast_001,2025-01-15 10:00:00,,,,
human_000360,demo_blast_001,2025-01-15 10:00:00,,,,
human_000361,demo_blast_001,2025-01-15 10:00:00,,,,
human_000362,demo_blast_001,2025-01-15 10:00:00,2025-01-15 13:12:00.709718,,iPhone,
human_000363,demo_blast_001,2025-01-15 10:00:00,,,,
human_000364,demo_blast_001,2025-01-15 10:00:00,,,,
human_000365,demo_blast_001,2025-01-15 10:00:00,,,,
human_000366,demo_blast_001,2025-01-15 10:00:00,2025-01-15 15:06:53.596824,2025-01-15 15:09:01.772913,Apple Mail,https://example.com/article-about-topic
human_000367,demo_blast_001,2025-01-15 10:00:00,,,,
human_000368,demo_blast_001,2025-01-15 10:00:00,,,,
human_000369,demo_blast_001,2025-01-15 10:00:00,,,,
human_000370,demo_blast_001,2025-01-15 10:00:00,,,,
human_000371,demo_blast_001,2025-01-15 10:00:00,2025-01-15 11:52:18.393178,2025-01-15 11:52:48.393178,Gmail,https://example.com/article-about-topic
human_000372,demo_blast_001,2025-01-15 10:00:00,,,,
human_000373,demo_blast_001,2025-01-15 10:00:00,,,,
human_000374,demo_blast_001,2025-01-15 10:00:00,,,,
human_000375,demo_blast_001,2025-01-15 10:00:00,,,,
